season,league_avg_shots,league_avg_goals,league_avg_xG,league_avg_shooting_pct,league_avg_xG_diff,league_avg_hd_shots,league_avg_hd_goals,league_avg_hd_shooting,phi_shots,phi_goals,phi_xG,phi_shooting_pct,phi_xG_diff,phi_hd_shooting
2025,3148.25,225.84,229.44,0.07,-3.59,1191.97,135.12,0.11,2862,207,210.2042379389129,0.07232704402515723,-3.204237938912911,0.08939526730937773
