playerId,name,playerTeam,season,games_played,icetime,goals,flurryAdjustedxGoals,GSAx,ongoal,highDangerShots,highDangerGoals,mediumDangerShots,mediumDangerGoals,lowDangerShots,lowDangerGoals,rebounds,xRebounds,freeze,xFreeze,SV_pct,xSV_pct,SV_pct_above_expected,HD_SV_pct,MD_SV_pct,LD_SV_pct,GAA,xGA_per60,rebound_control_delta,freeze_delta,icetime_minutes
8478435,Dan Vladar,PHI,2025,48,167122.0,113.0,120.66,7.659999999999998,1197.0,141.0,30.0,288.0,36.0,1439.0,47.0,134.0,91.636,238.0,329.683,0.9055973266499582,0.8991979949874687,0.006399331662489516,0.7872340425531915,0.875,0.9673384294649062,2.4341499024664617,2.5991551082442768,42.364000000000004,-91.68299999999999,2785.4
8481035,Samuel Ersson,PHI,2025,31,106303.0,93.0,73.28,-19.72,701.0,66.0,13.0,242.0,35.0,852.0,45.0,87.0,58.989,117.0,205.461,0.8673323823109843,0.8954636233951498,-0.028131241084165537,0.803030303030303,0.8553719008264463,0.9471830985915493,3.1494877849167002,2.4816609126741485,28.011000000000003,-88.46100000000001,1771.7
8482783,Aleksei Kolosov,PHI,2025,4,7201.0,8.0,3.684,-4.316,47.0,4.0,1.0,10.0,4.0,53.0,3.0,3.0,3.528,12.0,11.908,0.8297872340425532,0.9216170212765957,-0.09182978723404256,0.75,0.6,0.9433962264150944,3.9994445215942225,1.84174420219414,-0.528,0.09200000000000053,120.0
